url,Bedrooms,Bathrooms,Balconies,Carpet area,Loading,Developer,Project,Status,Transaction type,Floor,Car parking,Price Breakup,Unnamed: 13,Facilities,Address,Landmarks,Facing,Overlooking,Flooring,Water Availability,Status of Electricity,Lift,Age of Construction,Furnishing,Authority Approval,Floors allowed for construction,Type of Ownership,Brokerage Response,Loan Offered by,Amenities,Super area,Furnished status,RERA ID,Possession by,Car Parking,Puja Room,Plot area,Store Room,Units Available,Servant Room,Balcony,Bathroom,Study Room,Lifts,Location_Score
https://www.magicbricks.com/propertyDetails/3-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-24-in-New-Delhi&id=4d423538313832343637,3 See Dimensions,2.0,,850 sqft,5%,,,Ready to Move,"Resale
Free Legal Title Check",2 (Out of 4 Floors),None,"₹ 70.0 Lac ₹ 4,90,000 Approx. Registration Charges ₹ 100 Monthly
See Other Charges",,"Lift, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Intercom Facility, Waste Disposal, Piped Gas","Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Near by prince public school,North - East,"Garden/Park, Main Road","Marble, Normal Tiles/Kotah Stone",,,,New Construction,Unfurnished,Development Authority,,Freehold,,,,,Unfurnished,,,,,,,,,1.0,,,,7.0
https://www.magicbricks.com/propertyDetails/3-BHK-3255-Sq-ft-Multistorey-Apartment-FOR-Sale-Chattarpur-Extension-in-New-Delhi&id=4d423536333535353437,3 See Dimensions,4.0,5.0,2400 sqft,26%,Risland India,Sky Mansion,,"New Property
Free Legal Title Check",3 (Out of 20 Floors),"3 Covered, 2 Open","₹ 5.05 Cr ₹ 35,34,864 Stamp Duty, Registration Charges ₹ 5,000 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts, Downtown, Skyline View, Wrap Around Balcony, Island Kitchen Layout, Full Glass Wall, House help accommodation, Concierge Services, Helipad, Private pool , Private jaccuzi, Golf Course, Sea facing, Skydeck, Theme based Architectures, Health club with Steam / Jaccuzi, Fingerprint Access, Private Garage, Fireplace, Wine Cellar, Sky Villa, Water Front, Hilltop, Smart Home","Chhattarpur, New Delhi, Chattarpur Extension, New Delhi - South, Delhi NCR",Chattarpur,"North
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,6,Under Construction,Semi-Furnished,Delhi Development Authority,,Freehold,Brokers please do not contact,,"Outdoor Tennis Courts
3 Tier Security System",,Semi-Furnished,,,,1.0,,,,,,,1.0,,8.0
https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-19B-in-New-Delhi&id=4d423537363537313337,3 See Dimensions,3.0,4.0,1500 sqft,14%,Cooperative Group Housing Society,Lords Apartments,Ready to Move,"Resale
Free Legal Title Check",8 (Out of 10 Floors),"1 Covered, 2 Open","₹ 1.60 Cr ₹ 11,19,895 Stamp Duty, Registration Charges ₹ 2,600 Monthly
See Other Charges",,"Power Back Up, Lift, Club House, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, Piped Gas, Jogging and Strolling Track","Dwarka Sector 19, New Delhi, Dwarka Sector 19B, New Delhi - Dwarka, Delhi NCR","Golf Course, OPG World School","East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut,2,5 to 10 years,Semi-Furnished,RWA/Co-operative Housing Society,,Freehold,,,"Laundry Service
Meditation Area
Visitor Parking
Jogging and Strolling Track
Waste Disposal
Park
View all Amenities",,,,,,,,,4.0,,,,,,5.0
https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-in-New-Delhi-r1&id=4d423530393738313732,2 See Dimensions,2.0,,1050 sqft,8%,,,Ready to Move,"Resale
Free Legal Title Check",Ground (Out of 8 Floors),1 Open,"₹ 1.40 Cr ₹ 9,79,926 Stamp Duty, Registration Charges
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility, Jogging and Strolling Track, Outdoor Tennis Courts","Vasant Kunj, New Delhi, Vasant Kunj, New Delhi - South, Delhi NCR",Near by vasant kunj metro station,South - East,"Garden/Park, Main Road",Ceramic Tiles,24 Hours Available,No/Rare Powercut,2,New Construction,Semi-Furnished,Development Authority,,Freehold,,,,,Semi-Furnished,,,,,,,,,1.0,,,2,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-10-in-New-Delhi&id=4d423537313632303331,3 See Dimensions,3.0,3.0,1450 sqft,30%,Cooperative Group Housing Society,Fakhruddin Apartments,Ready to Move,"Resale
Free Legal Title Check",2 (Out of 7 Floors),"1 Covered, 1 Open","₹ 1.55 Cr ₹ 13,00,762 Stamp Duty, Registration Charges ₹ 2,300 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, DTH Television Facility, Banquet Hall, Piped Gas","Dwarka Sector 10, New Delhi, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Near To DDA sports complex sector 11,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Mosaic,24 Hours Available,No/Rare Powercut,2,10 to 15 years,Semi-Furnished,Delhi Development Authority,,Freehold,,,"Reserved Parking
Visitor Parking
Security
Kids Play Area",,,,,,,,1.0,,,,,,,3.0
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Punjabi-Bagh-in-New-Delhi&id=4d423534383137313339,3 See Dimension,3.0,,1750 sqft,2%,,,Ready to Move,"New Property
Free Legal Title Check",4 (Out of 4 Floors),"2 Covered, 1 Open","₹ 2.75 Cr ₹ 19,25,000 Approx. Registration Charges
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Vaastu Compliant, Service/Goods Lift, Waste Disposal, Laundry Service, RO Water System, Piped Gas","New Delhi, Punjabi Bagh, New Delhi - West, Delhi NCR",punjabi bagh,West,"Garden/Park, Main Road","Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut,4,New Construction,Semi-Furnished,Municipal Corporation of Delhi,,Freehold,,,,,Semi-Furnished,,,,,200 sqyrd,,,,1.0,,,4,4.0
https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-22-in-New-Delhi&id=4d423533343531303335,3 See Dimensions,3.0,3.0,1500 sqft,6%,,,Ready to Move,"Resale
Free Legal Title Check",10 (Out of 10 Floors),"1 Covered, 1 Open","₹ 1.60 Cr ₹ 11,20,000 Stamp Duty, Registration Charges ₹ 2,500 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track","Dwarka Sector 22, New Delhi, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",dwarka sector 21 metro,North - East,"Garden/Park, Main Road",Marble,24 Hours Available,No/Rare Powercut,2,5 to 10 years,Unfurnished,Developer,,Freehold,,,,,Unfurnished,,,,1.0,,,,,,,,2,4.0
https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Panchsheel-Enclave-in-New-Delhi&id=4d423538333631393335,3 See Dimensions,3.0,3.0,,,,,Ready to Move,"Resale
Free Legal Title Check",Ground (Out of 4 Floors),"2 Covered, 1 Open","₹ 5.75 Cr ₹ 40,25,000 Approx. Registration Charges ₹ 1,000 Monthly
See Other Charges",,"Power Back Up, Lift, Club House, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Waste Disposal, Piped Gas","panchsheel enclave, Panchsheel Enclave, New Delhi - South, Delhi NCR","Near Metro station, Market, club.",North - East,Garden/Park,Marble,24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,Municipal Corporation of Delhi,,Freehold,,,,2200 sqft,Semi-Furnished,,,,,340 sqyrd,,,1.0,,,,,8.0
https://www.magicbricks.com/propertyDetails/3-BHK-1638-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Mor-in-New-Delhi&id=4d423537363231373233,3 See Dimensions,2.0,2.0,1600 sqft,2%,Umang Realtech Pvt. Ltd.,Umang Winter Hills,Ready to Move,"New Property
Free Legal Title Check",7 (Out of 12 Floors),"1 Covered, 1 Open","₹ 1.15 Cr ₹ 10,14,594 Stamp Duty, Registration Charges ₹ 4,608 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility, RO Water System, Banquet Hall, Outdoor Tennis Courts","Dwarka Mor, New Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",near dwarka mor metro station,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool, Main Road",Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,2,Less than 5 years,Semi-Furnished,RWA/Co-operative Housing Society,,Freehold,Brokers please do not contact,,"Grand Entrance lobby
Multipurpose Hall
Solar Energy
Waste Disposal
Rain Water Harvesting
Infinity Swimming Pool
View all Amenities",,,,,,,,,5.0,,,,,,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-12-in-New-Delhi&id=4d423539393036353035,3 See Dimensions,2.0,3.0,,,Cooperative Group Housing Society,Trimurti Apartments,Ready to Move,"Resale
Free Legal Title Check",4 (Out of 10 Floors),"1 Covered, 1 Open","₹ 1.91 Cr ₹ 13,36,986 Stamp Duty, Registration Charges ₹ 3,000 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Piped Gas","Dwarka Sector 12, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Near by Metro station and Market School,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Vitrified, Marble",24 Hours Available,No/Rare Powercut,2,5 to 10 years,Unfurnished,RWA/Co-operative Housing Society,,Freehold,,,"Convenience Leisure Environment Security Sports
Power Back Up
Laundry Service
DTH Television Facility
Barbeque Pit
Canopy Walk
Coffee Lounge & Restaurants
Concierge Services
Dance Studio
Early Learning Centre
Event Space & Amphitheatre
Kids Play Area
Multipurpose Courts
Waste Disposal
Maintenance Staff
Lift
Rain Water Harvesting
Club House
Swimming Pool
Gymnasium
Park
Reserved Parking
Security
Water Storage
Service/Goods Lift
Visitor Parking
Fire Fighting Equipment",1800 sqft,,,,,,,1.0,,,,,,,9.0
https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mahavir-Enclave-Part-1-in-New-Delhi&id=4d423536313633323437,3 See Dimensions,2.0,2.0,1000 sqft,9%,,,Ready to Move,"New Property
Free Legal Title Check",4 (Out of 4 Floors),1 Covered,"₹ 55.0 Lac ₹ 3,85,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",,"Reserved Parking, Vaastu Compliant, Intercom Facility, Maintenance Staff, Piped Gas","Mahavir Enclave New delhi, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",Near Dashrath Puri metro station,North - East,Main Road,Vitrified,24 Hours Available,No/Rare Powercut,,Less than 5 years,Semi-Furnished,Development Authority,,Freehold,,11 more,,,Semi-Furnished,,,,,1000 sqft,,2.0,,,,,,5.0
https://www.magicbricks.com/propertyDetails/3-BHK-1125-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vikram-Vihar-in-New-Delhi&id=4d423539373636363431,3,3.0,2.0,1000 sqft,11%,,,,"New Property
Free Legal Title Check",1 (Out of 4 Floors),1 Covered,"₹ 2.35 Cr ₹ 16,45,000 Approx. Registration Charges
See Other Charges",,"Lift, Park, Security, Visitor Parking, Laundry Service, Internet/Wi-Fi Connectivity, Piped Gas, Jogging and Strolling Track, House help accommodation","Vikram Vihar, Vikram Vihar, New Delhi - South, Delhi NCR",This is the corner property located in the posh area of Vikram Vihar,North - East,"Garden/Park, Main Road",Granite,24 Hours Available,No/Rare Powercut,1,Under Construction,Furnished,Delhi Development Authority,,Freehold,,,,,Furnished,,,,,125 sqyrd,,,,,,,,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-6-in-New-Delhi&id=4d423536373236363331,3 See Dimensions,2.0,2.0,1500 sqft,11%,Cooperative Group Housing Society,Vidya Sagar Apartments,Ready to Move,"Resale
Free Legal Title Check",4 (Out of 5 Floors),2 Open,"₹ 1.65 Cr ₹ 11,54,895 Stamp Duty, Registration Charges ₹ 2,500 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Intercom Facility, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, Piped Gas","Dwarka Sector 6, New Delhi, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",Near Sector-6 central market.,"South - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,Vitrified,24 Hours Available,No/Rare Powercut,2,10 to 15 years,Semi-Furnished,Delhi Development Authority,,Freehold,Brokers please do not contact,,"Waste Disposal
Rain Water Harvesting
Early Learning Centre
Water Storage
Retail Boulevard (Retail Shops)
Kids Play Area
View all Amenities",,,,,,,,,,,,,1.0,,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Moti-Nagar-in-New-Delhi&id=4d423532343637353337,3,2.0,3.0,1237 sqft,25%,DLF Ltd.,DLF Capital Greens,Ready to Move,"Resale
Free Legal Title Check",8 (Out of 27 Floors),"1 Covered, 2 Open","₹ 2.60 Cr ₹ 18,19,933 Stamp Duty, Registration Charges ₹ 4 Per sq. Unit Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Opp Moti Nagar Metro Station.,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool, Main Road",Ceramic Tiles,24 Hours Available,No/Rare Powercut,3,Less than 5 years,Semi-Furnished,Delhi Development Authority,,Freehold,,,"Convenience Leisure Environment Security Sports
Power Back Up
Waste Disposal
Laundry Service
Internet/Wi-Fi Connectivity
DTH Television Facility
Banquet Hall
Flower Gardens
Indoor Games Room
Indoor Squash & Badminton Courts
Kids Play Area
Kids Play Pool With Water Slides
Outdoor Tennis Courts
Cycling & Jogging Track
Maintenance Staff
Intercom Facility
Lift
Rain Water Harvesting
Club House
Swimming Pool
Gymnasium
Park
Reserved Parking
Fire Fighting Equipment
Visitor Parking
Security
Water Storage
Air Conditioned
Multipurpose Hall
Multipurpose Courts
Vaastu Compliant
Jogging and Strolling Track
CCTV Camera",,,,,,,,,,,,,,,6.0
https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malviya-Nagar-in-New-Delhi&id=4d423537303137353339,2 See Dimensions,2.0,2.0,500 sqft,28%,,,Ready to Move,"New Property
Free Legal Title Check",Ground (Out of 4 Floors),1 Open,"₹ 90.0 Lac ₹ 6,30,000 Approx. Registration Charges ₹ 200 Monthly
See Other Charges",,"Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Air Conditioned, Visitor Parking, Waste Disposal, RO Water System, Piped Gas","Block 4 Shivalik Road Malviya Nagar New Delhi, Malviya Nagar, New Delhi - South, Delhi NCR",Nearby Malviya Nagar Metro Station,North - East,Garden/Park,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut,,New Construction,Semi-Furnished,,,Freehold,,,,,Semi-Furnished,,,,,750 sqft,,3.0,,,,,,9.0
https://www.magicbricks.com/propertyDetails/3-BHK-135-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Chattarpur-Extension-in-New-Delhi&id=4d423539373438323533,3,3.0,,125 sqyrd,7%,,,,"Resale
Free Legal Title Check",3 (Out of 5 Floors),None,"₹ 70.0 Lac ₹ 4,90,000 Approx. Registration Charges
See Other Charges",,"Lift, Rain Water Harvesting, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Intercom Facility, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Piped Gas","New Delhi, Chattarpur Extension, New Delhi - South, Delhi NCR",dlf Chattarpur,South,Main Road,,,,,Under Construction,Semi-Furnished,,,Freehold,,,,,Semi-Furnished,,,,1.0,,,,,1.0,,,,10.0
https://www.magicbricks.com/propertyDetails/3-BHK-3255-Sq-ft-Multistorey-Apartment-FOR-Sale-Chattarpur-Extension-in-New-Delhi&id=4d423536313539393831,3 See Dimensions,4.0,7.0,1615 sqft,50%,,,,"New Property
Free Legal Title Check",4 (Out of 20 Floors),1 Covered,"₹ 5.85 Cr ₹ 41,01,300 Stamp Duty, Registration Charges ₹ 14,000 Monthly
See Other Charges",,"Power Back Up, Lift, Club House, Gymnasium, Park, Reserved Parking, Air Conditioned, Banquet Hall, Cafeteria/Food Court, Jogging and Strolling Track, Outdoor Tennis Courts","SSN Marg, Sat Bari, New Delhi, Delhi NCR, Chattarpur Extension, New Delhi - South, Delhi NCR",Chattarpur Farms,East,"Garden/Park, Pool, Main Road","Vitrified, Wooden, Ceramic Tiles, Marble, Granite",24 Hours Available,No/Rare Powercut,2,Under Construction,Unfurnished,Delhi Development Authority,,Freehold,Brokers please do not contact,,,,Unfurnished,,,,1.0,,1.0,50.0,1.0,,,1.0,2,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malviya-Nagar-in-New-Delhi&id=4d423537333033303939,3 See Dimensions,3.0,2.0,1100 sqft,15%,,RWA Malviya Nagar,,"New Property
Free Legal Title Check",1 (Out of 4 Floors),1 Open,"₹ 2.20 Cr ₹ 15,40,000 Approx. Registration Charges ₹ 1,000 Monthly
See Other Charges",,"Lift, Park, Reserved Parking, Air Conditioned, Piped Gas","Block, Malviya Nagar, New Delhi - South, Delhi NCR",Airtel store.,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,Marble,24 Hours Available,No/Rare Powercut,None,Under Construction,Semi-Furnished,Municipal Corporation of Delhi,,Freehold,,,,,Semi-Furnished,,,,,1800 sqft,,,,,,,,3.0
https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-6-in-New-Delhi&id=4d423630323435313337,3 See Dimensions,2.0,2.0,1350 sqft,20%,Cooperative Group Housing Society,Kaveri Apartment,Ready to Move,"Resale
Free Legal Title Check",1 (Out of 7 Floors),1 Open,"₹ 1.60 Cr ₹ 11,19,909 Stamp Duty, Registration Charges ₹ 2,000 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, Piped Gas","1st floor, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",near by dwarka sport complex sector 11 dwarka,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,Mosaic,24 Hours Available,No/Rare Powercut,2,10 to 15 years,Unfurnished,Delhi Development Authority,,Freehold,Brokers please do not contact,,"Reserved Parking
Activity Deck4
Power Back Up
Meditation Area
Visitor Parking
Service/Goods Lift
View all Amenities",,,,,,,,,1.0,,,,,,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Greater-Kailash-in-New-Delhi&id=4d423630323135373939,3 See Dimensions,3.0,2.0,1650 sqft,8%,Taneja Group,Greater Kailash Builder Floors,Ready to Move,"Resale
Free Legal Title Check",1 (Out of 4 Floors),"2 Covered, 1 Open","₹ 4.0 Cr ₹ 28,00,000 Approx. Registration Charges
See Other Charges",,"Lift, Rain Water Harvesting, Gymnasium, Park, Reserved Parking, Security, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, Piped Gas, Jogging and Strolling Track","e block, Greater Kailash, New Delhi - South, Delhi NCR",m Canima,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Marble,24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,Delhi Development Authority,,Freehold,,,"Reserved Parking
Power Back Up
Intercom Facility
Piped Gas
Security
Lift
View all Amenities",,,,,,,1900 sqft,1.0,,1.0,,,,,8.0
https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-10-in-New-Delhi&id=4d423539373437363437,2 See Dimensions,2.0,3.0,1100 sqft,15%,Cooperative Group Housing Society,Hilansh Apartments,Ready to Move,"Resale
Free Legal Title Check",Ground (Out of 10 Floors),"1 Covered, 1 Open","₹ 1.30 Cr ₹ 9,10,000 Stamp Duty, Registration Charges ₹ 2,500 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Intercom Facility, Waste Disposal, Laundry Service, DTH Television Facility, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","Dwarka Sector 10, New Delhi, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Near Sector 10 Metro Station,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Marble,24 Hours Available,No/Rare Powercut,2,10 to 15 years,Semi-Furnished,RWA/Co-operative Housing Society,,Freehold,Brokers please do not contact,,"Laundry Service
Visitor Parking
Waste Disposal
Rain Water Harvesting
Dance Studio
Cafeteria/Food Court
View all Amenities",,,,,,,,,,,,,1.0,,3.0
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Greater-Kailash-1-in-New-Delhi&id=4d423536333135333937,3 See Dimensions,3.0,3.0,1650 sqft,8%,,,Ready to Move,"New Property
Free Legal Title Check",3 (Out of 4 Floors),"2 Covered, 1 Open","₹ 3.90 Cr ₹ 27,30,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",,"Lift, Rain Water Harvesting, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Air Conditioned, Visitor Parking, Waste Disposal, Piped Gas, Jogging and Strolling Track","77777., GK I, New Delhi - South, Delhi NCR",near to m block market.,North - East,"Garden/Park, Main Road","Granite, Marbonite, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,New Delhi Municipal Council,,Freehold,,,,,Semi-Furnished,,,,,,,,1.0,,,,,9.0
https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-6-Pocket-2-in-New-Delhi&id=4d423532343737323131,2 See Dimensions,2.0,2.0,,,,,Ready to Move,"Resale
Free Legal Title Check",2 (Out of 3 Floors),2 Open,"₹ 89.0 Lac ₹ 6,22,944 Stamp Duty, Registration Charges ₹ 300 Monthly
See Other Charges",,"Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Piped Gas","vande matram app Secter 6 pkt 2., Sector 6 Pocket 2 Dwarka, New Delhi - Dwarka, Delhi NCR",Very close to metro station nd main market.,South -West,,Vitrified,24 Hours Available,No/Rare Powercut,None,5 to 10 years,Semi-Furnished,Delhi Development Authority,,Freehold,,,,900 sqft,Semi-Furnished,,,,,,,2.0,,,,,None,8.0
https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Chhattarpur-in-New-Delhi&id=4d423538303732343639,2 See Dimensions,2.0,,500 sqft,37%,,,Ready to Move,"Resale
Free Legal Title Check",1 (Out of 4 Floors),1 Covered,"₹ 44.0 Lac ₹ 4,13,528 Stamp Duty, Registration Charges ₹ 1,000 Monthly
See Other Charges",,"Power Back Up, Lift, Reserved Parking, Security, Water Storage, Vaastu Compliant, Air Conditioned, Visitor Parking, Waste Disposal, RO Water System, Piped Gas","Guru Hargovind Enclave Chhattarpur New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",Nearby Tivoli Garden,East,Main Road,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,,,Freehold,Brokers please do not contact,,,,Semi-Furnished,,,,,,,,,1.0,,,,9.0
