Bedrooms,Car parking,Furnishing,Bathrooms,Floor,Status,Price Breakup,Location_Score,Total Floors
2,1,Semi-Furnished,2,1,Ready to Move,19,8.0,1
3,1,Furnished,2,1,Ready to Move,153,3.0,1
2,2,Furnished,2,1,Ready to Move,25,9.0,1
3,1,Unfurnished,3,3,Ready to Move,190,7.0,3
2,0,Unfurnished,2,2,Ready to Move,31,8.0,2
2,1,Semi-Furnished,2,1,Ready to Move,140,6.0,1
3,0,Semi-Furnished,3,5,Ready to Move,204,3.0,5
2,2,Unfurnished,2,0,Ready to Move,59,10.0,0
3,0,Semi-Furnished,2,1,Ready to Move,45,5.0,1
3,1,Semi-Furnished,2,3,Ready to Move,36,6.0,3
2,1,Unfurnished,2,2,Ready to Move,112,6.0,2
3,2,Semi-Furnished,3,0,Ready to Move,150,5.0,0
3,5,Unfurnished,3,0,Ready to Move,310,8.0,0
3,2,Semi-Furnished,4,1,Ready to Move,509,5.0,1
3,0,Furnished,3,1,Ready to Move,254,8.0,1
3,4,Semi-Furnished,3,1,Ready to Move,415,8.0,1
2,0,Semi-Furnished,2,2,Ready to Move,125,5.0,2
3,2,Semi-Furnished,4,1,Ready to Move,350,2.0,1
3,4,Unfurnished,3,3,Ready to Move,375,6.0,3
2,1,Semi-Furnished,2,1,Ready to Move,63,7.0,1
2,0,Semi-Furnished,2,2,Ready to Move,140,8.0,2
3,0,Unfurnished,3,1,Ready to Move,240,8.0,1
3,2,Furnished,3,5,Ready to Move,229,5.0,5
2,1,Semi-Furnished,2,1,Ready to Move,50,4.0,1
3,2,Semi-Furnished,2,1,Ready to Move,200,7.0,1
2,0,Semi-Furnished,2,2,Ready to Move,32,5.0,2
3,2,Semi-Furnished,3,1,Ready to Move,140,8.0,1
3,0,Unfurnished,4,0,Ready to Move,1300,7.0,0
2,2,Unfurnished,2,1,Ready to Move,170,5.0,1
2,0,Unfurnished,2,0,Ready to Move,70,6.0,0
2,1,Semi-Furnished,2,2,Ready to Move,165,7.0,2
3,3,Unfurnished,3,0,Ready to Move,235,5.0,0
2,1,Furnished,2,1,Ready to Move,33,9.0,1
3,0,Unfurnished,2,1,Ready to Move,71,10.0,1
2,1,Semi-Furnished,2,2,Ready to Move,50,7.0,2
3,2,Unfurnished,3,4,Ready to Move,158,2.0,4
3,0,Semi-Furnished,4,2,Ready to Move,770,3.0,2
3,2,Semi-Furnished,3,7,Ready to Move,200,4.0,7
3,2,Semi-Furnished,2,1,Ready to Move,125,8.0,1
3,1,Unfurnished,2,3,Ready to Move,220,8.0,3
3,0,Unfurnished,3,2,Ready to Move,225,5.0,2
3,1,Semi-Furnished,3,0,Ready to Move,160,8.0,0
2,0,Semi-Furnished,2,1,Ready to Move,35,7.0,1
2,0,Semi-Furnished,2,1,Ready to Move,100,5.0,1
3,0,Semi-Furnished,3,0,Ready to Move,295,6.0,0
2,0,Unfurnished,2,2,Ready to Move,61,3.0,2
3,0,Semi-Furnished,3,5,Ready to Move,700,5.0,5
3,0,Unfurnished,3,1,Ready to Move,550,9.0,1
3,3,Unfurnished,4,0,Ready to Move,750,6.0,0
3,3,Unfurnished,3,1,Ready to Move,345,6.0,1
3,2,Semi-Furnished,3,0,Ready to Move,250,8.0,0
2,1,Semi-Furnished,2,3,Ready to Move,26,10.0,3
2,1,Semi-Furnished,2,3,Ready to Move,72,4.0,3
3,0,Semi-Furnished,4,3,Ready to Move,850,3.0,3
3,0,Unfurnished,3,3,Ready to Move,225,4.0,3
3,0,Unfurnished,2,1,Ready to Move,120,6.0,1
2,1,Furnished,2,1,Ready to Move,35,9.0,1
3,3,Semi-Furnished,3,2,Ready to Move,450,5.0,2
3,0,Semi-Furnished,3,1,Ready to Move,350,3.0,1
2,1,Semi-Furnished,2,1,Ready to Move,95,7.0,4
3,0,Unfurnished,3,2,Ready to Move,254,5.0,2
3,3,Semi-Furnished,3,15,Ready to Move,475,2.0,15
3,0,Unfurnished,2,2,Ready to Move,48,9.0,2
3,2,Semi-Furnished,3,2,Ready to Move,650,8.0,2
2,1,Unfurnished,2,2,Ready to Move,39,6.0,2
3,0,Semi-Furnished,2,1,Ready to Move,57,8.0,1
3,1,Furnished,3,1,Ready to Move,800,10.0,1
3,0,Semi-Furnished,3,2,Ready to Move,135,8.0,2
2,0,Unfurnished,2,3,Ready to Move,185,6.0,3
3,2,Semi-Furnished,3,0,Ready to Move,310,7.0,0
3,0,Unfurnished,3,0,Ready to Move,290,5.0,0
2,1,Unfurnished,2,1,Ready to Move,85,5.0,1
3,1,Furnished,2,4,Ready to Move,88,7.0,4
2,0,Unfurnished,2,0,Ready to Move,100,4.0,0
3,0,Unfurnished,3,1,Ready to Move,300,10.0,1
3,0,Furnished,2,4,Ready to Move,149,4.0,4
3,0,Semi-Furnished,3,19,Ready to Move,465,6.0,19
3,2,Unfurnished,3,3,Ready to Move,75,2.0,3
3,0,Unfurnished,3,2,Ready to Move,250,10.0,2
3,1,Semi-Furnished,3,3,Ready to Move,245,4.0,3
3,0,Semi-Furnished,2,1,Ready to Move,55,5.0,1
3,2,Semi-Furnished,3,1,Ready to Move,400,5.0,1
3,0,Semi-Furnished,3,2,Ready to Move,180,5.0,2
3,0,Semi-Furnished,3,1,Ready to Move,150,9.0,1
3,1,Unfurnished,3,1,Ready to Move,290,9.0,4
3,0,Unfurnished,3,1,Ready to Move,475,3.0,1
3,3,Semi-Furnished,2,2,Ready to Move,225,7.0,2
3,2,Semi-Furnished,2,0,Ready to Move,120,7.0,0
2,1,Semi-Furnished,2,0,Ready to Move,77,10.0,0
3,0,Unfurnished,3,11,Ready to Move,600,2.0,11
3,2,Unfurnished,3,2,Ready to Move,110,6.0,2
3,1,Unfurnished,3,1,Ready to Move,280,9.0,1
3,0,Semi-Furnished,2,2,Ready to Move,45,5.0,2
2,0,Semi-Furnished,2,1,Ready to Move,31,6.0,1
2,0,Unfurnished,2,0,Ready to Move,114,9.0,0
3,3,Semi-Furnished,3,1,Ready to Move,85,5.0,1
2,1,Semi-Furnished,2,2,Ready to Move,84,5.0,2
3,0,Unfurnished,3,1,Ready to Move,150,10.0,1
3,0,Unfurnished,2,4,Ready to Move,210,6.0,4
2,1,Unfurnished,2,1,Ready to Move,90,8.0,1
3,2,Unfurnished,4,3,Ready to Move,778,8.0,3
3,2,Semi-Furnished,3,3,Ready to Move,475,5.0,3
2,1,Furnished,2,2,Ready to Move,100,10.0,2
2,2,Semi-Furnished,2,0,Ready to Move,110,5.0,0
3,5,Semi-Furnished,4,3,Ready to Move,520,3.0,3
3,2,Unfurnished,2,3,Ready to Move,235,3.0,3
2,0,Unfurnished,2,1,Ready to Move,145,6.0,1
2,0,Semi-Furnished,2,1,Ready to Move,100,4.0,1
3,0,Furnished,3,3,Ready to Move,190,7.0,3
2,3,Unfurnished,2,1,Ready to Move,165,5.0,1
2,1,Furnished,2,3,Ready to Move,135,4.0,3
3,3,Semi-Furnished,4,1,Ready to Move,700,3.0,1
3,1,Unfurnished,3,2,Ready to Move,150,4.0,2
3,2,Unfurnished,2,2,Ready to Move,220,5.0,2
3,1,Unfurnished,2,1,Ready to Move,130,9.0,1
3,0,Furnished,3,3,Ready to Move,40,1.0,3
2,2,Semi-Furnished,2,3,Ready to Move,125,7.0,3
2,132,Unfurnished,2,4,Ready to Move,135,6.0,4
2,2,Semi-Furnished,2,3,Ready to Move,120,5.0,3
2,0,Semi-Furnished,2,1,Ready to Move,38,8.0,1
3,0,Semi-Furnished,2,2,Ready to Move,40,3.0,2
3,1,Furnished,2,1,Ready to Move,56,5.0,1
3,1,Semi-Furnished,2,2,Ready to Move,52,10.0,2
3,1,Semi-Furnished,3,1,Ready to Move,150,5.0,1
3,2,Unfurnished,3,2,Ready to Move,280,9.0,2
3,2,Furnished,2,3,Ready to Move,280,4.0,3
3,0,Semi-Furnished,2,2,Ready to Move,140,6.0,2
2,0,Furnished,2,0,Ready to Move,160,5.0,0
3,0,Unfurnished,2,1,Ready to Move,190,3.0,1
3,0,Semi-Furnished,3,4,Ready to Move,110,9.0,4
2,0,Semi-Furnished,2,3,Ready to Move,28,9.0,3
3,0,Semi-Furnished,3,1,Ready to Move,254,8.0,1
3,0,Unfurnished,3,2,Ready to Move,300,2.0,2
3,2,Unfurnished,2,3,Ready to Move,250,6.0,3
2,2,Semi-Furnished,2,0,Ready to Move,165,5.0,0
3,1,Unfurnished,3,2,Ready to Move,145,8.0,2
2,0,Semi-Furnished,2,2,Ready to Move,20,7.0,2
2,0,Semi-Furnished,2,0,Ready to Move,120,7.0,0
2,0,Semi-Furnished,2,2,Ready to Move,78,5.0,2
2,1,Unfurnished,2,0,Ready to Move,38,8.0,0
3,0,Semi-Furnished,2,1,Ready to Move,280,8.0,1
3,0,Semi-Furnished,3,2,Ready to Move,215,9.0,2
3,0,Semi-Furnished,3,1,Ready to Move,200,5.0,1
2,0,Unfurnished,2,3,Ready to Move,85,4.0,3
2,0,Furnished,2,0,Ready to Move,80,5.0,0
2,0,Semi-Furnished,2,2,Ready to Move,46,6.0,2
2,0,Unfurnished,2,2,Ready to Move,105,8.0,2
2,2,Unfurnished,2,5,Ready to Move,323,6.0,5
3,0,Unfurnished,3,2,Ready to Move,110,5.0,2
3,0,Semi-Furnished,3,1,Ready to Move,240,8.0,1
2,1,Semi-Furnished,2,0,Ready to Move,150,2.0,0
3,0,Unfurnished,2,3,Ready to Move,42,4.0,3
2,0,Semi-Furnished,2,0,Ready to Move,149,8.0,0
3,0,Semi-Furnished,4,0,Ready to Move,600,9.0,0
3,2,Semi-Furnished,4,2,Ready to Move,260,9.0,2
2,2,Furnished,2,9,Ready to Move,650,3.0,9
3,2,Semi-Furnished,3,0,Ready to Move,240,6.0,0
3,1,Semi-Furnished,2,3,Ready to Move,114,6.0,3
3,2,Semi-Furnished,3,5,Ready to Move,125,9.0,5
3,2,Semi-Furnished,2,3,Ready to Move,65,2.0,3
3,2,Unfurnished,3,1,Ready to Move,450,4.0,1
3,0,Semi-Furnished,3,2,Ready to Move,325,9.0,2
2,2,Semi-Furnished,2,2,Ready to Move,146,6.0,2
3,4,Semi-Furnished,3,3,Ready to Move,521,9.0,3
3,0,Semi-Furnished,2,3,Ready to Move,67,6.0,3
3,0,Unfurnished,3,3,Ready to Move,155,6.0,3
3,0,Semi-Furnished,3,1,Ready to Move,135,8.0,1
3,0,Unfurnished,2,2,Ready to Move,145,7.0,2
3,0,Unfurnished,2,1,Ready to Move,55,10.0,1
2,2,Semi-Furnished,2,1,Ready to Move,100,7.0,1
3,3,Semi-Furnished,2,1,Ready to Move,75,7.0,1
3,1,Semi-Furnished,2,4,Ready to Move,225,6.0,4
3,2,Semi-Furnished,3,2,Ready to Move,575,10.0,2
3,0,Unfurnished,3,0,Ready to Move,400,5.0,0
3,0,Semi-Furnished,3,1,Ready to Move,450,8.0,1
2,0,Semi-Furnished,2,2,Ready to Move,38,9.0,2
2,1,Semi-Furnished,2,1,Ready to Move,114,10.0,1
2,1,Semi-Furnished,2,0,Ready to Move,23,6.0,0
2,1,Semi-Furnished,2,3,Ready to Move,130,8.0,3
3,1,Semi-Furnished,3,1,Ready to Move,300,5.0,1
3,0,Unfurnished,3,1,Ready to Move,380,3.0,1
3,1,Semi-Furnished,2,2,Ready to Move,150,3.0,2
3,0,Semi-Furnished,3,1,Ready to Move,280,4.0,1
2,1,Semi-Furnished,2,2,Ready to Move,100,10.0,2
3,0,Unfurnished,3,9,Ready to Move,231,2.0,9
3,0,Unfurnished,2,-1,Ready to Move,27,10.0,-1
3,0,Semi-Furnished,3,1,Ready to Move,210,2.0,1
2,0,Unfurnished,2,1,Ready to Move,28,10.0,1
3,1,Semi-Furnished,3,8,Ready to Move,300,4.0,8
3,0,Unfurnished,3,2,Ready to Move,215,6.0,2
3,1,Semi-Furnished,2,3,Ready to Move,150,4.0,3
2,0,Unfurnished,2,4,Ready to Move,22,9.0,4
2,0,Unfurnished,2,3,Ready to Move,80,7.0,3
3,0,Semi-Furnished,3,3,Ready to Move,59,9.0,3
3,0,Unfurnished,2,0,Ready to Move,98,5.0,0
3,1,Semi-Furnished,2,1,Ready to Move,48,6.0,1
2,0,Semi-Furnished,2,3,Ready to Move,36,10.0,3
3,1,Unfurnished,2,3,Ready to Move,150,6.0,3
2,1,Unfurnished,2,0,Ready to Move,120,8.0,0
3,0,Semi-Furnished,2,2,Ready to Move,75,5.0,2
3,0,Unfurnished,2,3,Ready to Move,97,10.0,3
3,0,Unfurnished,2,1,Ready to Move,155,8.0,1
3,0,Semi-Furnished,2,0,Ready to Move,101,9.0,0
2,0,Unfurnished,2,1,Ready to Move,73,9.0,1
2,0,Unfurnished,2,0,Ready to Move,120,7.0,0
3,0,Semi-Furnished,3,1,Ready to Move,315,6.0,1
2,1,Semi-Furnished,2,2,Ready to Move,96,9.0,2
2,0,Unfurnished,2,1,Ready to Move,110,7.0,1
3,2,Unfurnished,3,0,Ready to Move,300,6.0,0
3,0,Unfurnished,3,2,Ready to Move,310,9.0,2
3,0,Semi-Furnished,2,3,Ready to Move,170,5.0,3
2,2,Unfurnished,2,3,Ready to Move,158,5.0,3
3,0,Unfurnished,2,2,Ready to Move,165,5.0,2
3,0,Unfurnished,3,0,Ready to Move,240,8.0,0
3,0,Unfurnished,2,1,Ready to Move,254,4.0,1
2,0,Semi-Furnished,2,1,Ready to Move,28,8.0,1
3,2,Unfurnished,3,0,Ready to Move,175,3.0,0
3,0,Semi-Furnished,2,4,Ready to Move,42,7.0,4
2,0,Unfurnished,2,1,Ready to Move,125,9.0,1
3,2,Semi-Furnished,3,3,Ready to Move,225,6.0,3
3,0,Semi-Furnished,2,2,Ready to Move,140,7.0,2
2,0,Semi-Furnished,2,1,Ready to Move,119,8.0,1
3,1,Semi-Furnished,2,2,Ready to Move,140,8.0,2
3,2,Semi-Furnished,2,1,Ready to Move,71,9.0,1
3,2,Semi-Furnished,2,1,Ready to Move,135,3.0,1
2,1,Furnished,3,1,Ready to Move,90,10.0,1
2,1,Semi-Furnished,2,3,Ready to Move,90,6.0,3
3,1,Semi-Furnished,3,0,Ready to Move,600,10.0,0
2,0,Unfurnished,2,1,Ready to Move,102,9.0,1
2,0,Semi-Furnished,2,4,Ready to Move,26,9.0,4
3,0,Semi-Furnished,3,2,Ready to Move,120,7.0,2
3,3,Unfurnished,3,2,Ready to Move,409,9.0,2
3,0,Semi-Furnished,2,1,Ready to Move,40,9.0,1
3,2,Unfurnished,2,0,Ready to Move,275,1.0,0
3,2,Semi-Furnished,3,3,Ready to Move,135,9.0,3
3,0,Semi-Furnished,2,0,Ready to Move,70,9.0,0
3,0,Semi-Furnished,2,1,Ready to Move,250,6.0,1
3,0,Unfurnished,2,1,Ready to Move,35,5.0,1
3,0,Semi-Furnished,3,1,Ready to Move,425,9.0,1
3,1,Semi-Furnished,2,1,Ready to Move,60,9.0,1
3,0,Furnished,2,7,Ready to Move,195,1.0,7
3,1,Semi-Furnished,3,3,Ready to Move,240,6.0,3
2,1,Unfurnished,2,1,Ready to Move,110,8.0,1
2,2,Furnished,2,1,Ready to Move,155,10.0,1
2,1,Semi-Furnished,2,4,Ready to Move,23,8.0,4
3,0,Semi-Furnished,3,3,Ready to Move,140,3.0,3
3,0,Unfurnished,3,1,Ready to Move,167,5.0,1
3,0,Furnished,3,3,Ready to Move,114,9.0,3
3,0,Semi-Furnished,3,4,Ready to Move,250,5.0,4
3,0,Unfurnished,4,1,Ready to Move,350,1.0,1
3,4,Unfurnished,3,0,Ready to Move,250,6.0,0
2,1,Semi-Furnished,2,1,Ready to Move,39,9.0,1
2,0,Semi-Furnished,2,2,Ready to Move,95,9.0,2
3,1,Semi-Furnished,2,3,Ready to Move,175,4.0,3
2,1,Unfurnished,2,3,Ready to Move,35,8.0,3
3,0,Semi-Furnished,3,3,Ready to Move,140,5.0,3
2,0,Unfurnished,2,3,Ready to Move,22,7.0,3
2,1,Semi-Furnished,2,0,Ready to Move,130,7.0,0
3,0,Semi-Furnished,2,1,Ready to Move,135,7.0,1
3,1,Semi-Furnished,2,2,Ready to Move,145,6.0,2
3,1,Semi-Furnished,3,3,Ready to Move,98,10.0,3
2,1,Semi-Furnished,2,3,Ready to Move,120,7.0,3
3,3,Semi-Furnished,2,2,Ready to Move,125,8.0,2
3,0,Unfurnished,3,12,Ready to Move,580,5.0,12
3,0,Unfurnished,2,1,Ready to Move,35,9.0,1
2,0,Semi-Furnished,2,1,Ready to Move,26,9.0,1
3,0,Unfurnished,2,3,Ready to Move,75,5.0,3
2,1,Unfurnished,2,8,Ready to Move,200,4.0,8
3,0,Semi-Furnished,3,20,Ready to Move,215,2.0,20
2,0,Semi-Furnished,3,2,Ready to Move,70,5.0,2
2,1,Semi-Furnished,2,2,Ready to Move,45,9.0,2
3,0,Semi-Furnished,3,2,Ready to Move,70,4.0,2
3,2,Unfurnished,3,2,Ready to Move,129,8.0,2
3,0,Unfurnished,3,2,Ready to Move,280,6.0,2
3,1,Semi-Furnished,2,1,Ready to Move,60,4.0,1
2,0,Unfurnished,2,2,Ready to Move,65,4.0,2
2,0,Semi-Furnished,2,0,Ready to Move,130,8.0,0
3,0,Semi-Furnished,3,1,Ready to Move,409,3.0,1
3,2,Unfurnished,3,1,Ready to Move,425,9.0,1
3,1,Semi-Furnished,2,3,Ready to Move,125,7.0,3
2,0,Semi-Furnished,2,2,Ready to Move,60,5.0,2
3,1,Furnished,2,6,Ready to Move,210,6.0,6
2,0,Semi-Furnished,2,2,Ready to Move,45,7.0,2
3,1,Furnished,2,1,Ready to Move,225,7.0,1
2,0,Semi-Furnished,2,3,Ready to Move,80,9.0,3
3,0,Furnished,3,0,Ready to Move,110,5.0,0
2,0,Semi-Furnished,2,3,Ready to Move,26,7.0,3
2,0,Semi-Furnished,2,1,Ready to Move,107,8.0,1
3,0,Semi-Furnished,4,1,Ready to Move,400,2.0,1
3,0,Unfurnished,3,4,Ready to Move,85,5.0,4
