url,Bedrooms,Bathrooms,Balconies,Servant Room,Super area,Carpet area,Loading,Developer,Project,Status,Transaction type,Floor,Car parking,Price Breakup,,Facilities,Address,Landmarks,Facing,RERA ID,Overlooking,Flooring,Water Availability,Status of Electricity,Lift,Age of Construction,Furnishing,Authority Approval,Type of Ownership,Brokerage Response,Loan Offered by,Amenities,PRICE,CONFIGURATION,TOWER & UNIT DETAILS,STATUS,Store Room,TOWER,Balcony,Study Room,Puja Room,Plot area,Furnished status,Units Available,Floors allowed for construction,UNIT DETAILS,Lifts,Bathroom
https://www.magicbricks.com/propertyDetails/2-BHK-65-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Dwarka-Mor-in-New-Delhi-r2&id=4d423536373734313631,,Free Property Valuation,,,2 See Dimensions,2,,,,1,65 sqyrd,65 sqyrd,110 sqyrd,Semi-Furnished,Semi-Furnished,Freehold,East,"₹ 28.0 Lac
See Other Charges",1 Covered,,,"Lift, Park, Reserved Parking, Security, Service/Goods Lift, Visitor Parking, Maintenance Staff, DTH Television Facility","Rama park Dwarka mor, Dwarka Mor, New Delhi - West, Delhi NCR",Dwraka mor metro station,"Main Road, Garden/Park","Vitrified, Marble, Granite, Marbonite",24 Hours Available,No/Rare Powercut,1 (Out of 4 Floors),,New Construction,,,,,,,,,1,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-23-in-New-Delhi&id=4d423439393233303434,,Free Property Valuation,,,,2 See Dimensions,2,,,1,400 sqft,350 sqft,12%,Semi-Furnished,2,East,"Garden/Park, Main Road","₹ 30.0 Lac ₹ 2,10,000 Approx. Registration Charges ₹ 250 Monthly
See Other Charges",1 (Out of 4 Floors),,,"Park, Reserved Parking, Security, Water Storage, Visitor Parking, Intercom Facility, Waste Disposal, Piped Gas","Sector 23 Rohini, New Delhi - Rohini, Delhi NCR",Near by maxfort school,,"Garden/Park, Main Road",24 Hours Available,No/Rare Powercut,"New Property
Free Legal Title Check",,New Construction,,,,,,,,,,,,Ready to Move,"Marble, Normal Tiles/Kotah Stone",,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Surya-Niketan-in-New-Delhi-r3&id=4d423533343838373331,,,,Furnished,3 See Dimensions,2,2,,,1620 sqft,180 sqyrd,88%,180 sqyrd,Furnished,Delhi Development Authority,Freehold,South,"₹ 1.85 Cr ₹ 12,95,000 Approx. Registration Charges ₹ 1,000 Monthly
See Other Charges","2 Covered, 2 Open",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","New Delhi, Surya Niketan, New Delhi - East, Delhi NCR","Nearby Bharat National Public School, Yamuna Sports Complex, Karkardooma Metro Station, Leela Ambience Convention Hotel.","Garden/Park, Pool, Main Road","Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite",24 Hours Available,No/Rare Powercut,3 (Out of 4 Floors),,,,,,,,1,,,Less than 5 years,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Nizamuddin-East-in-New-Delhi-r1&id=4d423434313738373635,,,,,3,3,2,,,1,1800 sqft,1400 sqft,22%,Unfurnished,"Nizamuddin East, New Delhi - South, Delhi NCR",East,Garden/Park,,1 (Out of 4 Floors),,"₹ 5.0 Cr ₹ 35,00,000 Approx. Registration Charges
See Other Charges",,,,,,"Lift, Park, Reserved Parking, Vaastu Compliant, Air Conditioned, Intercom Facility, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System",,"New Property
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Jangpura-Extension-in-New-Delhi-r14&id=4d423332363831323031,,,,,3,3,2,,,1,1800 sqft,1450 sqft,19%,None,eros cinema,Freehold,East,₹ 4.15 Cr,1 (Out of 4 Floors),,,,,,,"Lift, Reserved Parking, Water Storage, Visitor Parking","jangpura extension, Jangpura Extension, New Delhi - South, Delhi NCR",,"New Property
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Greater-Kailash-2-in-New-Delhi-r4&id=4d423438303132333835,,,,,3 See Dimensions,3,2,,,2200 sqft,2150 sqft,2%,2250 sqft,Semi-Furnished,1,Leasehold,North,"₹ 3.55 Cr ₹ 24,85,000 Approx. Registration Charges ₹ 1,500 Monthly
See Other Charges","1 Covered, 2 Open",,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Vaastu Compliant, Intercom Facility, Maintenance Staff, Waste Disposal, RO Water System, Piped Gas","E-block, GK II, New Delhi - South, Delhi NCR",Market No 1,"Garden/Park, Main Road","Wooden, Marble",24 Hours Available,No/Rare Powercut,2 (Out of 4 Floors),,,,,,,,,,,,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-12-in-New-Delhi&id=4d423539363339373533,,Free Property Valuation,,,3 See Dimensions,2,3,,,1,1800 sqft,1400 sqft,22%,Semi-Furnished,5 to 10 years,Freehold,North,"₹ 1.37 Cr ₹ 11,14,939 Stamp Duty, Registration Charges ₹ 500 Monthly
See Other Charges","1 Covered, 1 Open",,,"Park, Reserved Parking, Security, Water Storage, Visitor Parking, Maintenance Staff, Piped Gas","shubham apartment dwarka sector 12., Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",walking metro and market dwarka sector 12.,"Garden/Park, Main Road",Mosaic,No/Rare Powercut,None,1 (Out of 3 Floors),,,,,,,,,,,,,,Ready to Move,24 Hours Available,,,"Resale
Free Legal Title Check",
https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Kalkaji-in-New-Delhi-r2&id=4d423137333837303135,,,,,2 See Dimensions,,,2,1,1100 sqft,150 sqyrd,Cooperative Group Housing Society,Deshbandhu Apartments,Ready to Move,,3 (Out of 3 Floors),None,"₹ 1.51 Cr ₹ 10,56,979 Stamp Duty, Registration Charges ₹ 1,000 Monthly
See Other Charges",,,"Lift, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Conference Room","Deshbandhu Apartment, Kalkaji, New Delhi - South, Delhi NCR",,,,Opposite CR Park,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,Garden/Park,Marble,10 to 15 years,Freehold,"₹ 1.51 Cr - ₹ 1.85 Cr
₹ 11,000 - ₹ 15,417 per sqft","2,3 BHK Flats","9 Towers , 270 Units",Ready to Move,,,,,,2,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1125-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasundhara-Enclave-in-New-Delhi-r1&id=4d423537393136333033,,Free Property Valuation,,10 to 15 years,2,2,2,1,1125 sqft,1000 sqft,11%,Cooperative Group Housing Society,Abhimanyu Apartments,Ready to Move,,2 (Out of 7 Floors),None,"₹ 85.0 Lac ₹ 6,96,837 Stamp Duty, Registration Charges
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts",,,,,"Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Sunrise plazza,,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,Semi-Furnished,1,"₹ 85.0 Lac - ₹ 1.11 Cr
₹ 6,667 - ₹ 8,444 per sqft","2,3 BHK Flats","5 Towers , 160 Units",Ready to Move,Garden/Park,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-10-in-New-Delhi&id=4d423535383437383333,,Free Property Valuation,,,2 See Dimensions,2,2,1,1200 sqft,1084 sqft,9%,Apex Buildcon,New Adarsh apartment,Ready to Move,,3 (Out of 7 Floors),2 Open,"₹ 1.15 Cr ₹ 8,04,972 Stamp Duty, Registration Charges ₹ 1,950 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, Piped Gas, Jogging and Strolling Track","New Adarsh Plot No 22, Sec-10, Dwarka, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Near to Metro Station Sec-10 & Main Market,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Marble,24 Hours Available,No/Rare Powercut,2,,Semi-Furnished,Freehold,"₹ 1.10 Cr - ₹ 1.50 Cr
₹ 9,167 - ₹ 10,000 per sqft","2,3 BHK Flats","3 Towers , 79 Units",Ready to Move,Less than 5 years,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarita-Vihar-Pocket-A-in-New-Delhi&id=4d423538393636393239,,Free Property Valuation,,,3 See Dimensions,2,1,1,1500 sqft,1300 sqft,13%,Delhi Development Authority DDA,DDA Flats Sarita Vihar,Ready to Move,,1 (Out of 3 Floors),2 Covered,"₹ 1.40 Cr ₹ 9,79,965 Stamp Duty, Registration Charges ₹ 200 Monthly
See Other Charges",,,"Power Back Up, Reserved Parking, Security, Jogging and Strolling Track","Sarita Vihar, New Delhi, Sarita Vihar Pocket A, New Delhi - South, Delhi NCR",Near to metro station.,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,Ceramic Tiles,No/Rare Powercut,None,10 to 15 years,,4,Delhi Development Authority,"₹ 99.0 Lac - ₹ 2.10 Cr
₹ 7,758 - ₹ 12,414 per sqft","2,3,4 BHK Flats","10 Towers , 168 Units",Ready to Move,,,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Sukhdev-Vihar-in-New-Delhi-r3&id=4d423531343731353938,,Free Property Valuation,,,3 See Dimensions,2,1,,,1,1100 sqft,1200 sqft,-9%,Unfurnished,None,Freehold,North - East,"₹ 1.10 Cr ₹ 7,70,000 Stamp Duty, Registration Charges ₹ 4,000 Yearly
See Other Charges",3 Open,,,"Reserved Parking, Piped Gas","sukhdev vihar, Sukhdev Vihar, New Delhi - South, Delhi NCR",sukhdev vihar,Garden/Park,Marble,6 Hours Available,No/Rare Powercut,3 (Out of 4 Floors),,,,,,,,,,,,,,Ready to Move,,,,"Resale
Free Legal Title Check",
https://www.magicbricks.com/propertyDetails/3-BHK-225-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-AGCR-Enclave-in-New-Delhi-r7&id=4d423332343039363037,,,,,3,,,,,3,1,225 sqyrd,200 sqyrd,Unfurnished,1,North - East,Garden/Park,"₹ 3.40 Cr ₹ 23,80,000 Approx. Registration Charges ₹ 2,000 Monthly
See Other Charges",3 (Out of 4 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts",,,,"Agcr Enclave, New Delhi - East, Delhi NCR",Garden/Park,,"New Property
Free Legal Title Check",2,Unfurnished,,,,,,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite",,,Less than 5 years,,3,Ready to Move,"Yamuna sports complex, jain mandir, leela kempinski hotel, cross river mall, main vikas marg road, jain mandir, ram mandir, karkardooma court, leela kempinski hotel, surajmal park, keventers market",,,,
https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwarka-Sector-8-in-New-Delhi-r1&id=4d423536313832373335,,Free Property Valuation,,,2 See Dimensions,2,1,,,800 sqft,700 sqft,12%,72 sqyrd,Unfurnished,New Construction,Freehold,North - East,"₹ 63.0 Lac ₹ 4,41,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",1 Covered,,,"Lift, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal","B block., Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",Near mother dairy.,"Garden/Park, Main Road","Ceramic Tiles, Marble",No/Rare Powercut,1,1 (Out of 4 Floors),,,,,,,,,,,,,1,Ready to Move,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-in-New-Delhi&id=4d423537393136303733,,,,dps Vasant kunj,3,3,3,,,1,2000 sqft,1800 sqft,10%,Furnished,Garden/Park,East,Garden/Park,"₹ 2.60 Cr ₹ 18,19,999 Stamp Duty, Registration Charges
See Other Charges",Ground (Out of 3 Floors),,,,,,,"Rain Water Harvesting, Gymnasium, Park, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Intercom Facility, Maintenance Staff, Waste Disposal, DTH Television Facility, RO Water System, Banquet Hall, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","sector c pocket-8fgf Vasant kunj, New Delhi, Delhi NCR",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malviya-Nagar-in-New-Delhi-r2&id=4d423536333535303339,,,,,,3,3,,,1,1500 sqft,1400 sqft,6%,None,"Malviya Nagar, New Delhi - South, Delhi NCR",,Freehold,,,,Main Road,,,,,₹ 1.50 Cr,,,"New Property
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Sri-Aurobindo-Marg-in-New-Delhi&id=4d423537343934343331,,,,,3 See Dimensions,2,2,1,1600 sqft,1300 sqft,18%,Delhi Development Authority DDA,DDA Azad Apartment,Ready to Move,,1 (Out of 7 Floors),3 Covered,"₹ 2.40 Cr ₹ 16,80,000 Stamp Duty, Registration Charges ₹ 3,250 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Park, Reserved Parking, Security, Vaastu Compliant, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Cafeteria/Food Court, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","Azad apartment, sri aurbindo marg, gated society with guards, cctv, wide road, walkin distance to hauz khas metro station., Sri Aurobindo Marg, New Delhi - South, Delhi NCR","Near Mother Internatinal School,IIt Gate,Hauz Khas Metro","North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Marble,24 Hours Available,No/Rare Powercut,1,,,Semi-Furnished,Call for Price,,"6 Towers , 200 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwarka-in-New-Delhi&id=4d423532383038383131,,Free Property Valuation,,,,3,2,,1,900 sqft,850 sqft,5%,Mohan Garden,Ready to Move,,2 (Out of 4 Floors),None,"₹ 50.0 Lac ₹ 3,50,000 Approx. Registration Charges
See Other Charges",,,"Power Back Up, Lift, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Intercom Facility, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, Piped Gas",,,,,"New Delhi-Dwarka, Dwarka, New Delhi - Dwarka, Delhi NCR",Rama Park,,"North
Talk to our best Vastu Consultants to get instant solution. View Consultants",,,,Call for Price,,,Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mahavir-Enclave-Part-1-in-New-Delhi-r7&id=4d423337343236313633,,Free Property Valuation,,,,3 See Dimensions,2,,,1100 sqft,1050 sqft,4%,900 sqft,Semi-Furnished,New Construction,Freehold,North - East,"₹ 65.0 Lac ₹ 4,55,000 Approx. Registration Charges ₹ 200 Monthly
See Other Charges",1 Covered,,,"Lift, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Waste Disposal","Mahavir Enclave New Delhi, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",Near by bhagat chandra hospital,Main Road,Vitrified,24 Hours Available,No/Rare Powercut,Ground (Out of 4 Floors),,1,,,,,,,,,,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mehrauli-in-New-Delhi&id=4d423537343339363831,,Free Property Valuation,,,,2 See Dimensions,2,,1,1000 sqft,900 sqft,10%,Silver Oakwood Residency,Ready to Move,,4 (Out of 5 Floors),1 Covered,"₹ 55.2 Lac ₹ 3,86,050 Approx. Registration Charges ₹ 1,500 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Water Storage, Private Terrace/Garden, Vaastu Compliant, Visitor Parking, Maintenance Staff, Waste Disposal, RO Water System","Ward no 8, opp to Qutub minar metro station, near jain dada bari road, Aam Bagh, Ahinsha Enclave, Me, Mehrauli, New Delhi - South, Delhi NCR",The property is close to the metro station.,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Vitrified,No/Rare Powercut,1,New Construction,,8,,Call for Price,2 BHK Flat,,Ready to Move,,2 Towers,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1850-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-18-in-New-Delhi&id=4d423538343938313133,,Free Property Valuation,,,3 See Dimensions,,,2,2,1,1850 sqft,Delhi Development Authority DDA,DDA Platinum Heights,Ready to Move,,2 (Out of 8 Floors),"1 Covered, 1 Open","₹ 1.45 Cr ₹ 11,45,909 Stamp Duty, Registration Charges ₹ 1,000 Monthly
See Other Charges",,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, DTH Television Facility, Bar/Lounge, Piped Gas, Jogging and Strolling Track","dwarka secter 18, Sector 18 Dwarka, New Delhi - Dwarka, Delhi NCR",very close to market and metro station near to veagas mall.,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,Mosaic,No/Rare Powercut,3,5 to 10 years,,,Semi-Furnished,"₹ 1.35 Cr - ₹ 1.54 Cr
₹ 7,150 - ₹ 8,556 per sqft",3 BHK Flats,"6 Towers , 232 Units",Ready to Move,,,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Tagore-Garden-in-New-Delhi&id=4d423538383430333035,,,,,3,3,,,,2,1,1400 sqft,1400 sqft,Semi-Furnished,ac block near kishti park,East,Main Road,"₹ 1.60 Cr ₹ 11,20,000 Approx. Registration Charges
See Other Charges",Ground (Out of 4 Floors),,,,,,,Piped Gas,"ac block, Tagore Garden, New Delhi - West, Delhi NCR",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Adchini-in-New-Delhi&id=4d423537393939333139,,,,,,3 See Dimensions,2,2,1200 sqft,1050 sqft,12%,Delhi Development Authority DDA,DDA Azad Apartment,Ready to Move,,4 (Out of 7 Floors),"1 Covered, 2 Open","₹ 2.20 Cr ₹ 15,39,972 Stamp Duty, Registration Charges ₹ 3,300 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts, Downtown, Island Kitchen Layout, Full Glass Wall, House help accommodation, Concierge Services, Private pool , Private jaccuzi, Golf Course, Fingerprint Access, Private Garage, Fireplace, Water Front","Sri Aurobindo Marg, Vijay Mandal Enclave, Kalu Sarai, New Delhi, Adchini, New Delhi - South, Delhi NCR",metro,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",na,Garden/Park,"Marble, Vitrified",No/Rare Powercut,1,10 to 15 years,2,,Delhi Development Authority,Call for Price,,"6 Towers , 200 Units",Ready to Move,,,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Greater-Kailash-1-in-New-Delhi&id=4d423532343334373035,,,,,3 See Dimensions,4,2,,1800 sqft,1700 sqft,5%,240 sqyrd,Rwa GK 1,Ready to Move,,1 (Out of 3 Floors),2 Covered,"₹ 4.0 Cr ₹ 28,00,000 Approx. Registration Charges ₹ 5,999 Monthly
See Other Charges",,,,"Lift, Park, Reserved Parking, Vaastu Compliant, Air Conditioned, Intercom Facility, Waste Disposal, Internet/Wi-Fi Connectivity, Piped Gas","Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi, GK I, New Delhi - South, Delhi NCR","upscale neighborhood with doctors, professionals living here","East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Marble, Wooden",No/Rare Powercut,,1,New Construction,,,"₹ 3.0 Cr - ₹ 4.0 Cr
₹ 16,613 - ₹ 24,242 per sqft",3 BHK Builder Floor Apartment,,Ready to Move,,1 Tower,,,,1,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-940-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Uttam-Nagar-West-in-New-Delhi&id=4d423538313935333531,,Free Property Valuation,,,,3 See Dimensions,2,,,1,940 sqft,850 sqft,9%,Semi-Furnished,New Construction,Freehold,East,"₹ 48.0 Lac ₹ 3,36,000 Approx. Registration Charges
See Other Charges",None,,,"Power Back Up, Lift, Park, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Waste Disposal","Uttam Nagar West, New Delhi - West, Delhi NCR",Near by uttam nagar west metro station,"Garden/Park, Main Road","Vitrified, Ceramic Tiles, Normal Tiles/Kotah Stone, Granite",24 Hours Available,No/Rare Powercut,2 (Out of 4 Floors),,1,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-DS-19-in-New-Delhi-r4&id=4d423533333934373431,,Free Property Valuation,,,3 See Dimensions,2,2,1,1650 sqft,1430 sqft,13%,Delhi Development Authority DDA,DDA Sanskriti Apartments,Ready to Move,,5 (Out of 10 Floors),"1 Covered, 1 Open","₹ 1.42 Cr ₹ 10,22,027 Stamp Duty, Registration Charges ₹ 800 Monthly
See Other Charges",,,"Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal, DTH Television Facility, Conference Room, Piped Gas, Jogging and Strolling Track","Sector 19 Dwarka, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",Satparni apartment,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,Mosaic,No/Rare Powercut,2,10 to 15 years,,,Unfurnished,"₹ 1.35 Cr - ₹ 1.55 Cr
₹ 7,556 - ₹ 9,118 per sqft",3 BHK Flats,"8 Towers , 300 Units",Ready to Move,,,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kailash-hills-in-New-Delhi-r7&id=4d423335383930323335,,Free Property Valuation,,,,3 See Dimensions,2,,,1,1200 sqft,1050 sqft,12%,Semi-Furnished,Less than 5 years,East,"Garden/Park, Main Road","₹ 1.27 Cr ₹ 8,89,000 Approx. Registration Charges
See Other Charges",Ground (Out of 3 Floors),,,"Lift, Rain Water Harvesting, Park, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Waste Disposal","Kailash hills, Kailash hills, New Delhi - South, Delhi NCR",near by isckon temple,,"Garden/Park, Main Road","Mosaic, Vitrified, Ceramic Tiles, Marble",24 Hours Available,"Resale
Free Legal Title Check",,No/Rare Powercut,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Saket-in-New-Delhi&id=4d423539373739383235,,Free Property Valuation,,,,3,3,1,1800 sqft,1700 sqft,5%,Delhi Development Authority DDA,DDA Freedom Fighter Enclave,Ready to Move,,2 (Out of 4 Floors),None,"₹ 1.0 Cr ₹ 7,00,000 Approx. Registration Charges
See Other Charges",,,"Power Back Up, Lift, Park, Security, Maintenance Staff, Piped Gas",,,,,"D block, Saket, New Delhi - South, Delhi NCR",near saket metro station ignou road freedom fighter Enclave,,"North - West
Talk to our best Vastu Consultants to get instant solution. View Consultants",,,New Construction,"₹ 45.0 Lac - ₹ 1.10 Cr
₹ 3,889 - ₹ 5,680 per sqft","2,3,4 BHK Flat, Builder Floors",,Ready to Move,,,,,,,,,,2500 Units,,
https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Safdarjung-Development-Area-in-New-Delhi-r2&id=4d423537303130373131,,,,,3 See Dimension,,,,,3,1,200 sqyrd,200 sqyrd,Semi-Furnished,New Construction,Freehold,North,,"2 Covered, 1 Open",,,"₹ 3.90 Cr ₹ 27,30,000 Approx. Registration Charges ₹ 1 Monthly
See Other Charges",,"Lift, Reserved Parking, Water Storage, Air Conditioned","sda, Safdarjung Development Area, New Delhi - South, Delhi NCR","Granite, Marble",24 Hours Available,No/Rare Powercut,1 (Out of 4 Floors),1,,,,,,,,,,,,3,Ready to Move,,,,,
